,id,title,release_date,overview,popularity,vote_average,vote_count
1865,10199,The Tale of Despereaux,2008-12-18,"Once upon a time... in the far away kingdom of Dor... lived a brave and virtuous mouse with comically oversized ears who dreamt of becoming a knight. Banished from his home for having such lofty ambitions, Despereaux sets off on an amazing adventure with his good-hearted rat friend Roscuro, who leads him, at long last, on a very noble quest to rescue an endangered princess and save an entire kingdom from darkness.",21.527,6.0,720
1866,1738,Next,2007-04-25,"Las Vegas showroom magician Cris Johnson has a secret which torments him: he can see a few minutes into the future. Sick of the examinations he underwent as a child and the interest of the government and medical establishment in his power, he lies low under an assumed name in Vegas, performing cheap tricks and living off small-time gambling ""winnings."" But when a terrorist group threatens to detonate a nuclear device in Los Angeles, government agent Callie Ferris must use all her wiles to capture Cris and convince him to help her stop the cataclysm.",25.071,6.0,2397
1867,555974,Brahms: The Boy II,2020-02-20,"After a family moves into the Heelshire Mansion, their young son soon makes friends with a life-like doll called Brahms.",41.493,6.0,987
1868,475928,School's Out,2018-08-31,"Pierre Hoffman joins a prestigious school as a substitute teacher and soon notices, among some of his students, an unjustified hostility and a spark of violence in their eyes. Is it because the unspeakable tragedy they have just experienced? Is it because they seem to be extraordinarily gifted children? Is it because they have lost all hope for the future? From curiosity to obsession, Pierre will try to unlock their secret.",5.994,6.0,228
1869,328595,Parallels,2015-03-01,An underground MMA fighter must confront his sister and his past in an adventure through parallel universes,11.575,6.0,294
1870,76285,Percy Jackson: Sea of Monsters,2013-08-07,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.",62.378,6.0,4433
1871,11099,The Final Cut,2004-10-15,"Set in a world with memory implants, Alan Hakman is a 'cutter'—someone with the power of final edit over people's recorded histories—but his latest assignment puts him in great danger.",14.174,6.0,551
1872,333348,Love the Coopers,2015-11-12,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",12.505,6.0,658
1873,39345,Casper Meets Wendy,1998-09-08,"When a warlock threatens Wendy the Good Little Witch, she and her aunts hide out at a resort where Casper the Ghost is vacationing with his uncles. Although Casper and Wendy are told ghosts and witches don't get along, the two are kindred spirits! This spooky family-friendly adventure finds Casper and Wendy bridging the ghost-witch divide to battle the warlock who is intent on destroying Wendy.",14.176,6.0,315
1874,6623,The Peacemaker,1997-09-26,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",21.1,6.0,746
1875,429415,Extinction,2018-07-15,"A chief mechanic at a factory, haunted by apocalyptic nightmares, becomes a hero when Earth is invaded by a mysterious army bent on destruction.",45.076,6.0,1474
1876,106021,Erased,2012-08-23,A former agent of the CIA and his estranged daughter go on the run after his employers target them for assassination.,16.716,6.0,581
1877,52587,We Are the Night,2010-10-28,"One night, 18 year old Lena is bitten by Louise, leader of a female vampire trio that are as deadly as they are beautiful. Her newfound vampiric lifestyle is a blessing and a curse at the same time. At first, she enjoys the limitless freedom, the luxury, the parties. But soon the murderous blood lust of her comrades in arms proves too much for her, and she falls dangerously in love with Tom, a young undercover cop. When she resolves to turn her back on the bloodsucking band of sisters, Louise fury knows no bounds. Lena will have to choose between immortal love and immortal life.",7.97,6.0,206
1878,13186,Wrong Turn 2: Dead End,2007-08-25,Retired military commander Colonel Dale Murphy hosts the simulated post-apocalyptic reality show where participants are challenged to survive a remote West Virginia wasteland. But the show turns into a nightmarish showdown when each realizes they are being hunted by an inbred family of cannibals determined to make them all dinner!,131.903,6.0,1009
1879,11857,Orange County,2002-01-10,"Shaun Brumder is a local surfer kid from Orange County who dreams of going to Stanford to become a writer and to get away from his dysfunctional family household. Except Shaun runs into one complication after another, starting when his application is rejected after his dim-witted guidance counselor sends in the wrong form.",10.638,6.0,351
1880,13997,Black Sheep,1996-02-01,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",11.435,6.0,305
1881,4515,Lions for Lambs,2007-10-22,"Three stories told simultaneously in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a student to re-engage.",16.24,6.0,585
1882,406761,Hotel Artemis,2018-06-07,"Los Angeles, June 21st, 2028. While the streets are being torn apart by riots, the Nurse, who runs a clandestine hospital for criminals in the penthouse of the Artemis, a closed old hotel, has a rough night dealing with troublemaker clients: thieves, assassins, someone from the past and the one who owns the place and the whole city.",19.888,6.0,1238
1883,10640,Futureworld,1976-08-13,"Two years after the Westworld tragedy in the Delos amusement park, the corporate owners have reopened the park following over $1 billion in safety and other improvements. For publicity purposes, reporters Chuck Browning and Tracy Ballard are invited to review the park. Just prior to arriving at the park, however, Browning is given a clue by a dying man that something is amiss.",12.937,6.0,218
1884,9208,Broken Arrow,1996-02-09,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",19.59,6.0,1173
1885,13683,Tarzan & Jane,2002-06-24,"Sprightly amusement for kids of all ages, Disney's direct-to-video sequel to its animated hit sandwiches jungle derring-do and lots of silly sight gags between song and dance number. With the first anniversary of her wedding to Tarzan (voice of Michael T. Weiss) beckoning, Jane (Olivia D'Abo) ponders how to make it the perfect English celebration",28.15,6.0,490
